time,.data
2018/04/01/18:14:33.567400,-22.4963493347
2018/04/01/18:14:33.578599,-22.1782894135
2018/04/01/18:14:33.582839,-22.1782894135
2018/04/01/18:14:33.609477,-23.9498214722
2018/04/01/18:14:33.609641,-23.9498214722
2018/04/01/18:14:33.631679,-24.4256229401
2018/04/01/18:14:33.631694,-24.4256229401
2018/04/01/18:14:33.643482,-25.3219184875
2018/04/01/18:14:33.644324,-25.3219184875
2018/04/01/18:14:33.673771,-27.9802894592
2018/04/01/18:14:33.673783,-27.9802894592
2018/04/01/18:14:33.695589,-28.0481204987
2018/04/01/18:14:33.695765,-28.0481204987
2018/04/01/18:14:33.717196,-29.9350204468
2018/04/01/18:14:33.717206,-29.9350204468
2018/04/01/18:14:33.744389,-31.4397907257
2018/04/01/18:14:33.744570,-31.4397907257
2018/04/01/18:14:33.759421,-31.3392810822
2018/04/01/18:14:33.759429,-31.3392810822
2018/04/01/18:14:33.781649,-30.5738124847
2018/04/01/18:14:33.781713,-30.5738124847
2018/04/01/18:14:33.801544,-28.7058067322
2018/04/01/18:14:33.801973,-28.7058067322
2018/04/01/18:14:33.812535,-25.027053833
2018/04/01/18:14:33.812665,-25.027053833
2018/04/01/18:14:33.844790,-25.9428691864
2018/04/01/18:14:33.846160,-25.9428691864
2018/04/01/18:14:33.866890,-26.0081520081
2018/04/01/18:14:33.866897,-26.0081520081
2018/04/01/18:14:33.888157,-25.9905796051
2018/04/01/18:14:33.888167,-25.9905796051
2018/04/01/18:14:33.910215,-26.4018917084
2018/04/01/18:14:33.910567,-26.4018917084
2018/04/01/18:14:33.930726,-26.4466533661
2018/04/01/18:14:33.930834,-26.4466533661
2018/04/01/18:14:33.950811,-24.9756088257
2018/04/01/18:14:33.950989,-24.9756088257
2018/04/01/18:14:33.974788,-24.6322460175
2018/04/01/18:14:33.974877,-24.6322460175
2018/04/01/18:14:33.994669,-26.2332763672
2018/04/01/18:14:33.994855,-26.2332763672
2018/04/01/18:14:34.015320,-27.8358631134
2018/04/01/18:14:34.015642,-27.8358631134
2018/04/01/18:14:34.037362,-31.0868797302
2018/04/01/18:14:34.037523,-31.0868797302
2018/04/01/18:14:34.057806,-29.9790744781
2018/04/01/18:14:34.057812,-29.9790744781
2018/04/01/18:14:34.078823,-29.5791091919
2018/04/01/18:14:34.078860,-29.5791091919
2018/04/01/18:14:34.092000,-28.9961700439
2018/04/01/18:14:34.092244,-28.9961700439
2018/04/01/18:14:34.123088,-28.8552646637
2018/04/01/18:14:34.123169,-28.8552646637
2018/04/01/18:14:34.137090,-30.0683956146
2018/04/01/18:14:34.137101,-30.0683956146
2018/04/01/18:14:34.167256,-29.7179546356
2018/04/01/18:14:34.167314,-29.7179546356
2018/04/01/18:14:34.177775,-29.5101699829
2018/04/01/18:14:34.177787,-29.5101699829
2018/04/01/18:14:34.208526,-29.7016944885
2018/04/01/18:14:34.208610,-29.7016944885
2018/04/01/18:14:34.227825,-29.6627197266
2018/04/01/18:14:34.227867,-29.6627197266
2018/04/01/18:14:34.250591,-30.6081829071
2018/04/01/18:14:34.250647,-30.6081829071
2018/04/01/18:14:34.263299,-30.5315513611
2018/04/01/18:14:34.265505,-30.5315513611
2018/04/01/18:14:34.293975,-30.5713634491
2018/04/01/18:14:34.294280,-30.5713634491
2018/04/01/18:14:34.313967,-31.6098804474
2018/04/01/18:14:34.314156,-31.6098804474
2018/04/01/18:14:34.337142,-31.2768058777
2018/04/01/18:14:34.337152,-31.2768058777
2018/04/01/18:14:34.355133,-31.2768058777
2018/04/01/18:14:34.355145,-31.2768058777
2018/04/01/18:14:34.372743,-31.7174301147
2018/04/01/18:14:34.372760,-31.7174301147
2018/04/01/18:14:34.400609,-32.1088294983
2018/04/01/18:14:34.401192,-32.1088294983
2018/04/01/18:14:34.412240,-32.8980522156
2018/04/01/18:14:34.412453,-32.8980522156
2018/04/01/18:14:34.436584,-32.7822113037
2018/04/01/18:14:34.436592,-32.7822113037
2018/04/01/18:14:34.454810,-31.2566986084
2018/04/01/18:14:34.454942,-31.2566986084
2018/04/01/18:14:34.485228,-31.4225254059
2018/04/01/18:14:34.485702,-31.4225254059
2018/04/01/18:14:34.504443,-31.1614589691
2018/04/01/18:14:34.504663,-31.1614589691
2018/04/01/18:14:34.528890,-30.6337184906
2018/04/01/18:14:34.528934,-30.6337184906
2018/04/01/18:14:34.550467,-30.9667930603
2018/04/01/18:14:34.551951,-30.9667930603
2018/04/01/18:14:34.571034,-29.5241394043
2018/04/01/18:14:34.571046,-29.5241394043
2018/04/01/18:14:34.592276,-29.5475463867
2018/04/01/18:14:34.592354,-29.5475463867
2018/04/01/18:14:34.606821,-28.9570980072
2018/04/01/18:14:34.607081,-28.9570980072
2018/04/01/18:14:34.635466,-27.392873764
2018/04/01/18:14:34.635650,-27.392873764
2018/04/01/18:14:34.657085,-27.4778194427
2018/04/01/18:14:34.657097,-27.4778194427
2018/04/01/18:14:34.673773,-27.0142726898
2018/04/01/18:14:34.674094,-27.0142726898
2018/04/01/18:14:34.698863,-26.1387481689
2018/04/01/18:14:34.698874,-26.1387481689
2018/04/01/18:14:34.716589,-26.7339668274
2018/04/01/18:14:34.716777,-26.7339668274
2018/04/01/18:14:34.739769,-26.4723033905
2018/04/01/18:14:34.740081,-26.4723033905
2018/04/01/18:14:34.763578,-25.7599887848
2018/04/01/18:14:34.763626,-25.7599887848
2018/04/01/18:14:34.778637,-25.6602859497
2018/04/01/18:14:34.778652,-25.6602859497
2018/04/01/18:14:34.807055,-24.9440689087
2018/04/01/18:14:34.807178,-24.9440689087
2018/04/01/18:14:34.826953,-24.1687526703
2018/04/01/18:14:34.829874,-24.1687526703
2018/04/01/18:14:34.850288,-24.1687526703
2018/04/01/18:14:34.850299,-24.1687526703
2018/04/01/18:14:34.869169,-23.9783668518
2018/04/01/18:14:34.869234,-23.9783668518
2018/04/01/18:14:34.915326,-23.7146911621
2018/04/01/18:14:34.915507,-23.7146911621
2018/04/01/18:14:34.923781,-24.5188961029
2018/04/01/18:14:34.923813,-24.5188961029
2018/04/01/18:14:34.933242,-23.2744636536
2018/04/01/18:14:34.933247,-23.2744636536
2018/04/01/18:14:34.953137,-22.9629173279
2018/04/01/18:14:34.953216,-22.9629173279
2018/04/01/18:14:34.965596,-22.2879009247
2018/04/01/18:14:34.965779,-22.2879009247
2018/04/01/18:14:34.997753,-22.8903484344
2018/04/01/18:14:34.997762,-22.8903484344
2018/04/01/18:14:35.022284,-23.0033111572
2018/04/01/18:14:35.022297,-23.0033111572
2018/04/01/18:14:35.041219,-23.7394199371
2018/04/01/18:14:35.041230,-23.7394199371
2018/04/01/18:14:35.060307,-23.9977226257
2018/04/01/18:14:35.060665,-23.9977226257
2018/04/01/18:14:35.083339,-23.941942215
2018/04/01/18:14:35.083351,-23.941942215
2018/04/01/18:14:35.104800,-24.1993560791
2018/04/01/18:14:35.104813,-24.1993560791
2018/04/01/18:14:35.114792,-24.6646289825
2018/04/01/18:14:35.114867,-24.6646289825
2018/04/01/18:14:35.147914,-26.1987686157
2018/04/01/18:14:35.147938,-26.1987686157
2018/04/01/18:14:35.168609,-26.6657009125
2018/04/01/18:14:35.168773,-26.6657009125
2018/04/01/18:14:35.190849,-28.5855293274
