time,.data
2018/04/01/18:14:33.812524,-0.00952352210879
2018/04/01/18:14:33.844594,-0.677127540112
2018/04/01/18:14:33.866742,-0.565701425076
2018/04/01/18:14:33.888034,-0.508489310741
2018/04/01/18:14:33.910300,-0.592697381973
2018/04/01/18:14:33.930583,-0.471459984779
2018/04/01/18:14:33.950680,-0.476069331169
2018/04/01/18:14:33.974572,-0.52807444334
2018/04/01/18:14:33.994569,-0.565483868122
2018/04/01/18:14:34.015530,-0.463647633791
2018/04/01/18:14:34.037298,-0.576932907104
2018/04/01/18:14:34.057602,-0.483779102564
2018/04/01/18:14:34.078649,-0.495894432068
2018/04/01/18:14:34.092174,-0.406747072935
2018/04/01/18:14:34.122848,-0.568104803562
2018/04/01/18:14:34.136922,-0.683191478252
2018/04/01/18:14:34.167156,-0.414905786514
2018/04/01/18:14:34.177922,-0.491809219122
2018/04/01/18:14:34.208479,-0.598911225796
2018/04/01/18:14:34.227710,-0.456845015287
2018/04/01/18:14:34.250547,-0.741947352886
2018/04/01/18:14:34.263123,-0.470404326916
2018/04/01/18:14:34.293964,-0.502843141556
2018/04/01/18:14:34.313727,-0.588002562523
2018/04/01/18:14:34.336946,-0.50997209549
2018/04/01/18:14:34.355143,-0.683191478252
2018/04/01/18:14:34.372755,-0.491809219122
2018/04/01/18:14:34.400595,-0.560121417046
2018/04/01/18:14:34.412225,-0.736656308174
2018/04/01/18:14:34.436380,-0.43662711978
2018/04/01/18:14:34.455068,-0.475695222616
2018/04/01/18:14:34.485405,-0.499346733093
2018/04/01/18:14:34.504671,-0.45727828145
2018/04/01/18:14:34.528651,-0.495894432068
2018/04/01/18:14:34.550487,-0.568104803562
2018/04/01/18:14:34.571186,-0.431400716305
2018/04/01/18:14:34.592262,-0.495894432068
2018/04/01/18:14:34.606886,-0.457068771124
2018/04/01/18:14:34.635345,-0.463647633791
2018/04/01/18:14:34.657182,-0.451453089714
2018/04/01/18:14:34.673790,-0.394791066647
2018/04/01/18:14:34.699004,-0.346538871527
2018/04/01/18:14:34.716568,-0.561163425446
2018/04/01/18:14:34.739620,-0.450225561857
2018/04/01/18:14:34.763687,-0.443782657385
2018/04/01/18:14:34.778637,-0.413999021053
2018/04/01/18:14:34.806911,-0.370891273022
2018/04/01/18:14:34.826942,-0.32175052166
2018/04/01/18:14:34.850276,-0.463647633791
2018/04/01/18:14:34.868995,-0.418224334717
2018/04/01/18:14:34.915174,-0.348770976067
2018/04/01/18:14:34.923771,-0.486899256706
2018/04/01/18:14:34.933234,-0.343969076872
2018/04/01/18:14:34.953138,-0.3958504498
2018/04/01/18:14:34.965462,-0.325969904661
2018/04/01/18:14:34.997492,-0.519146084785
2018/04/01/18:14:35.022284,-0.3906070292
2018/04/01/18:14:35.041302,-0.450225561857
2018/04/01/18:14:35.060247,-0.508729815483
2018/04/01/18:14:35.083355,-0.408488899469
2018/04/01/18:14:35.104234,-0.393698245287
2018/04/01/18:14:35.114689,-0.568104803562
2018/04/01/18:14:35.147902,-0.611726939678
2018/04/01/18:14:35.168651,-0.477345436811
2018/04/01/18:14:35.190708,-0.661043167114
2018/04/01/18:14:35.210352,-0.408488899469
2018/04/01/18:14:35.232570,-0.57743960619
2018/04/01/18:14:35.255453,-0.513919711113
2018/04/01/18:14:35.275579,-0.451069682837
