time,.data
2018/04/01/18:14:32.676335,565
2018/04/01/18:14:32.699221,562
2018/04/01/18:14:32.718847,560
2018/04/01/18:14:32.741705,711
2018/04/01/18:14:32.761953,591
2018/04/01/18:14:32.786697,795
2018/04/01/18:14:32.807726,564
2018/04/01/18:14:32.823029,543
2018/04/01/18:14:32.854970,559
2018/04/01/18:14:32.870005,889
2018/04/01/18:14:32.891992,547
2018/04/01/18:14:32.911362,554
2018/04/01/18:14:32.935255,554
2018/04/01/18:14:32.958257,554
2018/04/01/18:14:32.991340,561
2018/04/01/18:14:33.001275,578
2018/04/01/18:14:33.020327,558
2018/04/01/18:14:33.036633,548
2018/04/01/18:14:33.062324,540
2018/04/01/18:14:33.081849,562
2018/04/01/18:14:33.105136,719
2018/04/01/18:14:33.133451,549
2018/04/01/18:14:33.147981,843
2018/04/01/18:14:33.169204,659
2018/04/01/18:14:33.190096,545
2018/04/01/18:14:33.208237,647
2018/04/01/18:14:33.229664,553
2018/04/01/18:14:33.252901,561
2018/04/01/18:14:33.275720,565
2018/04/01/18:14:33.292777,559
2018/04/01/18:14:33.319014,579
2018/04/01/18:14:33.339844,559
2018/04/01/18:14:33.363063,575
2018/04/01/18:14:33.378850,562
2018/04/01/18:14:33.404172,581
2018/04/01/18:14:33.420175,548
2018/04/01/18:14:33.446467,563
2018/04/01/18:14:33.467264,552
2018/04/01/18:14:33.488919,635
2018/04/01/18:14:33.511006,553
2018/04/01/18:14:33.532718,552
2018/04/01/18:14:33.552737,687
2018/04/01/18:14:33.574542,540
2018/04/01/18:14:33.592612,550
2018/04/01/18:14:33.617285,557
2018/04/01/18:14:33.639624,551
2018/04/01/18:14:33.659340,549
2018/04/01/18:14:33.681724,552
2018/04/01/18:14:33.702513,553
2018/04/01/18:14:33.724690,554
2018/04/01/18:14:33.752221,565
2018/04/01/18:14:33.768299,552
2018/04/01/18:14:33.790248,554
2018/04/01/18:14:33.808621,583
2018/04/01/18:14:33.828059,581
2018/04/01/18:14:33.851331,557
2018/04/01/18:14:33.873777,535
2018/04/01/18:14:33.895940,536
2018/04/01/18:14:33.922524,547
2018/04/01/18:14:33.938042,538
2018/04/01/18:14:33.957771,544
2018/04/01/18:14:33.984223,546
2018/04/01/18:14:34.003473,545
2018/04/01/18:14:34.023251,552
2018/04/01/18:14:34.046083,550
2018/04/01/18:14:34.068259,534
2018/04/01/18:14:34.086091,548
2018/04/01/18:14:34.107468,552
2018/04/01/18:14:34.129700,549
2018/04/01/18:14:34.145917,544
2018/04/01/18:14:34.175084,568
2018/04/01/18:14:34.195242,552
2018/04/01/18:14:34.215851,549
2018/04/01/18:14:34.240721,552
2018/04/01/18:14:34.258335,551
2018/04/01/18:14:34.275770,541
2018/04/01/18:14:34.301824,544
2018/04/01/18:14:34.320555,549
2018/04/01/18:14:34.344455,555
2018/04/01/18:14:34.363817,547
2018/04/01/18:14:34.381646,558
2018/04/01/18:14:34.407272,555
2018/04/01/18:14:34.425837,533
2018/04/01/18:14:34.447042,541
2018/04/01/18:14:34.467829,557
2018/04/01/18:14:34.494340,564
2018/04/01/18:14:34.513257,565
2018/04/01/18:14:34.535750,555
2018/04/01/18:14:34.557264,569
2018/04/01/18:14:34.578314,557
2018/04/01/18:14:34.599494,548
2018/04/01/18:14:34.616352,567
2018/04/01/18:14:34.642727,562
2018/04/01/18:14:34.664267,568
2018/04/01/18:14:34.683664,566
2018/04/01/18:14:34.705975,573
2018/04/01/18:14:34.725425,569
2018/04/01/18:14:34.748176,581
2018/04/01/18:14:34.770124,579
2018/04/01/18:14:34.788352,575
2018/04/01/18:14:34.814041,582
2018/04/01/18:14:34.833876,555
2018/04/01/18:14:34.857070,576
2018/04/01/18:14:34.878521,559
2018/04/01/18:14:34.922502,559
2018/04/01/18:14:34.930429,564
2018/04/01/18:14:34.942539,554
2018/04/01/18:14:34.959601,568
2018/04/01/18:14:34.980166,581
2018/04/01/18:14:35.004718,569
2018/04/01/18:14:35.029230,574
2018/04/01/18:14:35.050883,564
2018/04/01/18:14:35.068879,568
2018/04/01/18:14:35.092977,564
2018/04/01/18:14:35.110973,574
2018/04/01/18:14:35.131274,572
2018/04/01/18:14:35.156312,580
2018/04/01/18:14:35.176036,570
2018/04/01/18:14:35.197482,579
2018/04/01/18:14:35.217410,581
2018/04/01/18:14:35.239990,577
2018/04/01/18:14:35.262522,577
2018/04/01/18:14:35.282954,573
2018/04/01/18:14:35.300928,558
2018/04/01/18:14:35.331404,588
2018/04/01/18:14:35.346779,570
2018/04/01/18:14:35.366225,573
2018/04/01/18:14:35.385436,567
2018/04/01/18:14:35.411477,569
2018/04/01/18:14:35.433789,573
2018/04/01/18:14:35.456090,564
2018/04/01/18:14:35.474474,575
2018/04/01/18:14:35.491970,572
2018/04/01/18:14:35.516164,574
2018/04/01/18:14:35.543027,568
2018/04/01/18:14:35.559450,564
2018/04/01/18:14:35.582669,574
2018/04/01/18:14:35.602851,576
2018/04/01/18:14:35.626952,567
2018/04/01/18:14:35.645610,574
2018/04/01/18:14:35.662673,567
2018/04/01/18:14:35.688686,580
2018/04/01/18:14:35.708470,572
2018/04/01/18:14:35.730926,576
2018/04/01/18:14:35.751720,570
2018/04/01/18:14:35.770735,575
2018/04/01/18:14:35.796655,580
2018/04/01/18:14:35.822836,568
2018/04/01/18:14:35.842223,569
2018/04/01/18:14:35.861321,573
2018/04/01/18:14:35.879553,546
2018/04/01/18:14:35.902740,567
2018/04/01/18:14:35.919538,570
2018/04/01/18:14:35.941447,554
2018/04/01/18:14:35.963950,564
2018/04/01/18:14:35.989674,567
2018/04/01/18:14:36.008198,548
2018/04/01/18:14:36.030365,542
2018/04/01/18:14:36.054062,550
2018/04/01/18:14:36.072968,545
2018/04/01/18:14:36.091030,541
2018/04/01/18:14:36.112335,553
2018/04/01/18:14:36.133747,556
2018/04/01/18:14:36.153644,551
2018/04/01/18:14:36.176253,551
2018/04/01/18:14:36.202729,559
2018/04/01/18:14:36.223529,552
2018/04/01/18:14:36.245730,549
2018/04/01/18:14:36.262389,530
2018/04/01/18:14:36.285308,558
2018/04/01/18:14:36.305501,533
2018/04/01/18:14:36.330096,558
2018/04/01/18:14:36.354864,539
2018/04/01/18:14:36.372581,541
2018/04/01/18:14:36.393075,544
2018/04/01/18:14:36.415964,537
2018/04/01/18:14:36.436508,538
2018/04/01/18:14:36.454685,536
2018/04/01/18:14:36.476461,541
2018/04/01/18:14:36.501745,537
2018/04/01/18:14:36.521832,531
2018/04/01/18:14:36.543650,525
2018/04/01/18:14:36.567080,500
2018/04/01/18:14:36.586153,500
2018/04/01/18:14:36.608484,514
2018/04/01/18:14:36.623938,512
2018/04/01/18:14:36.650646,518
2018/04/01/18:14:36.670781,520
2018/04/01/18:14:36.692234,524
2018/04/01/18:14:36.715567,502
2018/04/01/18:14:36.736817,508
2018/04/01/18:14:36.757660,520
2018/04/01/18:14:36.778532,507
2018/04/01/18:14:36.795258,518
2018/04/01/18:14:36.821592,522
2018/04/01/18:14:36.838866,520
2018/04/01/18:14:36.868855,525
2018/04/01/18:14:36.890309,503
