time,.data
2018/04/01/18:14:31.323603,0.0499583929777
2018/04/01/18:14:31.341302,-0.335638552904
2018/04/01/18:14:31.365353,0.141897052526
2018/04/01/18:14:31.391062,0.288055449724
2018/04/01/18:14:31.408853,0.0454232729971
2018/04/01/18:14:31.432686,-0.353997439146
2018/04/01/18:14:31.447682,0.0
2018/04/01/18:14:31.474789,0.0227233581245
2018/04/01/18:14:31.495391,-0.477345377207
2018/04/01/18:14:31.507746,0.0
2018/04/01/18:14:31.541939,0.0487418547273
2018/04/01/18:14:31.554242,-0.110657215118
2018/04/01/18:14:31.582490,0.104876942933
2018/04/01/18:14:31.596903,-0.203045219183
2018/04/01/18:14:31.617780,-0.189988300204
2018/04/01/18:14:31.640608,-0.218668937683
2018/04/01/18:14:31.668282,-0.0713074654341
2018/04/01/18:14:31.688706,-0.209022939205
2018/04/01/18:14:31.704428,-0.321750551462
2018/04/01/18:14:31.732609,-0.232556939125
2018/04/01/18:14:31.749579,-0.169778257608
2018/04/01/18:14:31.767982,-0.463647633791
2018/04/01/18:14:31.792692,-0.358770668507
2018/04/01/18:14:31.814837,-0.418224304914
2018/04/01/18:14:31.838629,-0.0487418547273
2018/04/01/18:14:31.860196,-0.308052748442
2018/04/01/18:14:31.901827,-0.231090664864
2018/04/01/18:14:31.910626,-0.28605145216
2018/04/01/18:14:31.924445,-0.442374229431
2018/04/01/18:14:31.937655,-0.221314445138
2018/04/01/18:14:31.966934,-0.625485002995
2018/04/01/18:14:31.987350,-0.463647633791
2018/04/01/18:14:32.008773,-0.851966381073
2018/04/01/18:14:32.021174,-1.31202542782
2018/04/01/18:14:32.053920,-0.463647633791
2018/04/01/18:14:32.067064,-0.674740970135
2018/04/01/18:14:32.088404,-0.369333654642
2018/04/01/18:14:32.116679,-0.354705661535
2018/04/01/18:14:32.134539,-0.767856121063
2018/04/01/18:14:32.148779,-1.00227189064
2018/04/01/18:14:32.179619,-0.577901959419
2018/04/01/18:14:32.197390,-0.519146084785
2018/04/01/18:14:32.213404,-0.321750551462
2018/04/01/18:14:32.242429,-0.982793748379
2018/04/01/18:14:32.266151,-1.1220729351
2018/04/01/18:14:32.286112,-0.718829989433
2018/04/01/18:14:32.302654,-1.70786249638
2018/04/01/18:14:32.329632,-0.540419518948
2018/04/01/18:14:32.344851,-1.38544845581
2018/04/01/18:14:32.367152,-1.06369781494
2018/04/01/18:14:32.414393,-1.01219701767
2018/04/01/18:14:32.424651,-0.680521249771
2018/04/01/18:14:32.436545,-0.674740970135
2018/04/01/18:14:32.458366,-0.933247506618
2018/04/01/18:14:32.470580,-0.294234573841
2018/04/01/18:14:32.500549,-0.282554984093
2018/04/01/18:14:32.514675,-0.386875778437
2018/04/01/18:14:32.540650,-1.27656173706
2018/04/01/18:14:32.566365,-0.278299629688
2018/04/01/18:14:32.576133,-1.27229750156
2018/04/01/18:14:32.607112,-0.244978666306
2018/04/01/18:14:32.629428,-1.12153625488
2018/04/01/18:14:32.642505,-0.898833215237
2018/04/01/18:14:32.671107,-0.917949736118
2018/04/01/18:14:32.693445,-0.844154059887
2018/04/01/18:14:32.713289,-0.904827058315
2018/04/01/18:14:32.736347,-0.715743601322
2018/04/01/18:14:32.751715,-1.35970306396
2018/04/01/18:14:32.778718,-1.6680495739
2018/04/01/18:14:32.802656,-0.872136592865
2018/04/01/18:14:32.812097,-1.57079637051
2018/04/01/18:14:32.848965,-0.708626270294
2018/04/01/18:14:32.864749,-1.4773195982
2018/04/01/18:14:32.886905,-0.82884901762
2018/04/01/18:14:32.902842,-1.17600524426
2018/04/01/18:14:32.929680,-1.69776916504
2018/04/01/18:14:32.949901,-1.49402451515
2018/04/01/18:14:32.985841,-1.04272198677
2018/04/01/18:14:32.995230,-0.397079497576
2018/04/01/18:14:33.014313,-0.0540015026927
2018/04/01/18:14:33.026448,-0.185347944498
2018/04/01/18:14:33.055741,-1.46310651302
2018/04/01/18:14:33.067685,-0.480887293816
2018/04/01/18:14:33.099852,-1.41579961777
2018/04/01/18:14:33.126561,-0.540419459343
2018/04/01/18:14:33.139220,-1.73939335346
2018/04/01/18:14:33.162324,-1.5300027132
2018/04/01/18:14:33.184581,-0.55549377203
2018/04/01/18:14:33.198845,-1.57079637051
2018/04/01/18:14:33.221799,-1.02224695683
2018/04/01/18:14:33.245582,-1.27229750156
2018/04/01/18:14:33.269847,-1.14660191536
2018/04/01/18:14:33.284774,-1.34399747849
2018/04/01/18:14:33.313297,0.124354995787
2018/04/01/18:14:33.334770,-1.24904584885
2018/04/01/18:14:33.355907,0.0
2018/04/01/18:14:33.371023,-1.60781645775
2018/04/01/18:14:33.397623,0.0934767872095
2018/04/01/18:14:33.409469,-1.06030797958
2018/04/01/18:14:33.440765,-1.62955224514
2018/04/01/18:14:33.461990,-1.27933955193
2018/04/01/18:14:33.482729,-1.37340080738
2018/04/01/18:14:33.505719,-1.19028997421
2018/04/01/18:14:33.526560,-1.30162882805
2018/04/01/18:14:33.547026,-1.57079637051
2018/04/01/18:14:33.568868,-1.10714876652
2018/04/01/18:14:33.582823,-0.283794075251
2018/04/01/18:14:33.610698,-1.40564775467
2018/04/01/18:14:33.633492,-1.17600524426
2018/04/01/18:14:33.648958,-1.53081762791
2018/04/01/18:14:33.675411,-1.37809562683
2018/04/01/18:14:33.696861,-1.35471141338
2018/04/01/18:14:33.718988,-1.29662895203
2018/04/01/18:14:33.746089,-0.945311367512
2018/04/01/18:14:33.761253,-1.48214054108
2018/04/01/18:14:33.783293,-1.15257203579
2018/04/01/18:14:33.802747,0.0
2018/04/01/18:14:33.822601,-0.0644268393517
2018/04/01/18:14:33.846156,-1.16590452194
2018/04/01/18:14:33.868510,-1.22981739044
2018/04/01/18:14:33.889696,-1.19646275043
2018/04/01/18:14:33.912886,-1.89254689217
2018/04/01/18:14:33.932417,-1.00148320198
2018/04/01/18:14:33.952257,-1.20825207233
2018/04/01/18:14:33.976195,-1.25656437874
2018/04/01/18:14:33.995938,-1.20825207233
2018/04/01/18:14:34.017148,-1.87884914875
2018/04/01/18:14:34.039621,-1.2120256424
2018/04/01/18:14:34.063018,-1.33105325699
2018/04/01/18:14:34.080204,-1.34551954269
2018/04/01/18:14:34.093783,-1.22425746918
2018/04/01/18:14:34.124461,-1.21609067917
2018/04/01/18:14:34.138653,-1.96313655376
2018/04/01/18:14:34.168839,-0.626742899418
2018/04/01/18:14:34.179467,-1.2120256424
2018/04/01/18:14:34.209884,-1.54996609688
2018/04/01/18:14:34.229507,-1.86734223366
2018/04/01/18:14:34.251953,-1.37340080738
2018/04/01/18:14:34.266078,-1.17845618725
2018/04/01/18:14:34.295378,-1.46771478653
2018/04/01/18:14:34.315417,-1.09432888031
2018/04/01/18:14:34.338745,-1.41003358364
2018/04/01/18:14:34.356617,-1.29778766632
2018/04/01/18:14:34.374203,-1.73594498634
2018/04/01/18:14:34.401897,-1.09432888031
2018/04/01/18:14:34.413668,-1.38685286045
2018/04/01/18:14:34.437822,-1.40006113052
2018/04/01/18:14:34.456685,-1.68567299843
2018/04/01/18:14:34.486656,-0.962994337082
2018/04/01/18:14:34.505521,-1.46406066418
2018/04/01/18:14:34.530231,-1.07437360287
2018/04/01/18:14:34.551963,-1.34399747849
2018/04/01/18:14:34.572322,-1.31712222099
2018/04/01/18:14:34.594538,-1.74750518799
2018/04/01/18:14:34.608314,-1.29778766632
2018/04/01/18:14:34.637027,-0.972377479076
2018/04/01/18:14:34.658823,-1.49096643925
2018/04/01/18:14:34.675333,-1.13838863373
2018/04/01/18:14:34.700394,-1.57079637051
2018/04/01/18:14:34.717730,-0.927295267582
2018/04/01/18:14:34.740922,-0.759762763977
2018/04/01/18:14:34.764906,-1.02224695683
2018/04/01/18:14:34.779805,-1.42889928818
2018/04/01/18:14:34.808155,-0.876058101654
2018/04/01/18:14:34.829874,-1.6262948513
2018/04/01/18:14:34.851395,-0.699892878532
2018/04/01/18:14:34.870567,-1.08517432213
2018/04/01/18:14:34.918404,-1.14937710762
2018/04/01/18:14:34.924954,-1.6001996994
2018/04/01/18:14:34.934490,-1.1987285614
2018/04/01/18:14:34.953039,-1.2120256424
2018/04/01/18:14:34.972737,-0.901157438755
2018/04/01/18:14:34.998834,-0.968509018421
2018/04/01/18:14:35.023547,-0.942000150681
2018/04/01/18:14:35.046494,-1.01648879051
2018/04/01/18:14:35.061567,-1.12327647209
2018/04/01/18:14:35.085934,-1.46406066418
2018/04/01/18:14:35.105510,-1.03584122658
2018/04/01/18:14:35.125866,-1.10714876652
2018/04/01/18:14:35.149410,-1.05634498596
2018/04/01/18:14:35.170189,-1.18563890457
2018/04/01/18:14:35.192085,-1.60649549961
2018/04/01/18:14:35.212069,-1.29662895203
2018/04/01/18:14:35.233967,-1.06030797958
2018/04/01/18:14:35.256685,-1.17055571079
2018/04/01/18:14:35.277499,-1.17055571079
2018/04/01/18:14:35.292898,-1.72579312325
2018/04/01/18:14:35.317787,-1.24174666405
2018/04/01/18:14:35.341351,-1.19028997421
2018/04/01/18:14:35.360173,-1.10714876652
2018/04/01/18:14:35.378087,-1.29778766632
2018/04/01/18:14:35.404278,-0.755104422569
2018/04/01/18:14:35.426287,-1.20825207233
2018/04/01/18:14:35.450541,-1.44247317314
2018/04/01/18:14:35.469137,-1.12103676796
2018/04/01/18:14:35.483450,-1.28606593609
2018/04/01/18:14:35.502779,-1.48013651371
2018/04/01/18:14:35.537174,-1.26987612247
2018/04/01/18:14:35.553008,-1.34871447086
2018/04/01/18:14:35.576445,-1.35785806179
2018/04/01/18:14:35.595074,-1.7178747654
2018/04/01/18:14:35.618801,-1.57079637051
2018/04/01/18:14:35.639205,-1.15628945827
2018/04/01/18:14:35.655515,-1.25979804993
2018/04/01/18:14:35.683426,-0.866302371025
2018/04/01/18:14:35.702360,-1.19028997421
2018/04/01/18:14:35.723367,-1.10714876652
2018/04/01/18:14:35.746221,-1.27535557747
2018/04/01/18:14:35.759158,-1.20825207233
2018/04/01/18:14:35.788951,-1.36677837372
2018/04/01/18:14:35.814353,-1.30243015289
2018/04/01/18:14:35.831714,-1.12327647209
2018/04/01/18:14:35.855197,-1.31561398506
2018/04/01/18:14:35.865292,-1.1246907711
2018/04/01/18:14:35.895983,-1.27933955193
2018/04/01/18:14:35.912460,-1.30162882805
2018/04/01/18:14:35.929779,-1.57079637051
2018/04/01/18:14:35.952006,-1.10714876652
2018/04/01/18:14:35.985903,-1.06663036346
2018/04/01/18:14:35.999587,-1.60526549816
2018/04/01/18:14:36.024850,-1.57079637051
2018/04/01/18:14:36.048348,-1.33394765854
2018/04/01/18:14:36.067322,-1.10714876652
2018/04/01/18:14:36.084406,-1.57079637051
2018/04/01/18:14:36.101846,-1.04751801491
2018/04/01/18:14:36.122132,-1.40169513226
2018/04/01/18:14:36.145658,-1.20681738853
2018/04/01/18:14:36.168668,-1.62203359604
2018/04/01/18:14:36.197204,-1.10714876652
2018/04/01/18:14:36.217925,-1.27535557747
2018/04/01/18:14:36.237551,-1.17600524426
2018/04/01/18:14:36.252646,-1.23970031738
2018/04/01/18:14:36.274904,-1.17371690273
2018/04/01/18:14:36.297823,-0.968509018421
2018/04/01/18:14:36.324594,-1.06120419502
2018/04/01/18:14:36.345605,-1.1246907711
2018/04/01/18:14:36.365562,-1.1246907711
2018/04/01/18:14:36.387079,-1.20825207233
2018/04/01/18:14:36.409515,-1.52734541893
2018/04/01/18:14:36.430474,-1.08990907669
2018/04/01/18:14:36.442870,-1.15257203579
2018/04/01/18:14:36.466833,-1.24904584885
2018/04/01/18:14:36.494501,-1.0912771225
2018/04/01/18:14:36.516643,-1.44109380245
2018/04/01/18:14:36.537235,-1.14103412628
2018/04/01/18:14:36.560655,-1.17055571079
2018/04/01/18:14:36.580574,-1.09244394302
2018/04/01/18:14:36.601942,-1.13245975971
2018/04/01/18:14:36.616804,-1.09694504738
2018/04/01/18:14:36.642388,-1.1553041935
2018/04/01/18:14:36.665286,-1.08990907669
2018/04/01/18:14:36.686890,-1.08828306198
2018/04/01/18:14:36.706595,-1.57079637051
2018/04/01/18:14:36.731456,-1.14103412628
2018/04/01/18:14:36.750299,-1.59781682491
2018/04/01/18:14:36.772508,-1.03037691116
2018/04/01/18:14:36.787816,-1.24904584885
2018/04/01/18:14:36.813522,-0.960070431232
2018/04/01/18:14:36.827755,-1.0808390379
2018/04/01/18:14:36.859137,-1.6092389822
2018/04/01/18:14:36.884541,-1.27656173706
