time,.data
2018/04/01/18:14:34.341341,314
2018/04/01/18:14:34.357678,312
2018/04/01/18:14:34.375569,331
2018/04/01/18:14:34.403326,330
2018/04/01/18:14:34.421812,323
2018/04/01/18:14:34.440094,326
2018/04/01/18:14:34.463517,297
2018/04/01/18:14:34.488218,296
2018/04/01/18:14:34.506951,293
2018/04/01/18:14:34.531546,289
2018/04/01/18:14:34.553692,312
2018/04/01/18:14:34.573709,309
2018/04/01/18:14:34.595103,308
2018/04/01/18:14:34.609843,284
2018/04/01/18:14:34.638692,280
2018/04/01/18:14:34.660502,277
2018/04/01/18:14:34.676672,274
2018/04/01/18:14:34.702008,270
2018/04/01/18:14:34.719368,270
2018/04/01/18:14:34.745501,267
2018/04/01/18:14:34.766122,266
2018/04/01/18:14:34.781173,263
2018/04/01/18:14:34.809716,283
2018/04/01/18:14:34.829900,258
2018/04/01/18:14:34.852910,229
2018/04/01/18:14:34.871714,251
2018/04/01/18:14:34.918764,226
2018/04/01/18:14:34.926705,224
2018/04/01/18:14:34.936140,224
2018/04/01/18:14:34.953977,220
2018/04/01/18:14:34.974097,220
2018/04/01/18:14:35.000344,218
2018/04/01/18:14:35.025133,241
2018/04/01/18:14:35.046243,214
2018/04/01/18:14:35.063575,237
2018/04/01/18:14:35.086955,235
2018/04/01/18:14:35.107013,211
2018/04/01/18:14:35.127612,207
2018/04/01/18:14:35.150856,207
2018/04/01/18:14:35.172158,179
2018/04/01/18:14:35.193386,201
2018/04/01/18:14:35.213551,176
2018/04/01/18:14:35.235399,176
2018/04/01/18:14:35.257992,199
2018/04/01/18:14:35.279060,199
2018/04/01/18:14:35.294662,196
2018/04/01/18:14:35.319223,196
2018/04/01/18:14:35.342585,192
2018/04/01/18:14:35.363346,216
2018/04/01/18:14:35.380283,216
2018/04/01/18:14:35.405653,193
2018/04/01/18:14:35.427226,196
2018/04/01/18:14:35.452280,172
2018/04/01/18:14:35.470400,176
2018/04/01/18:14:35.488270,179
2018/04/01/18:14:35.509800,186
2018/04/01/18:14:35.538867,195
2018/04/01/18:14:35.554653,201
2018/04/01/18:14:35.577879,204
2018/04/01/18:14:35.596656,207
2018/04/01/18:14:35.619801,208
2018/04/01/18:14:35.641134,232
2018/04/01/18:14:35.656989,209
2018/04/01/18:14:35.684857,211
2018/04/01/18:14:35.702415,260
2018/04/01/18:14:35.725102,238
2018/04/01/18:14:35.747627,238
2018/04/01/18:14:35.766864,214
2018/04/01/18:14:35.790384,218
2018/04/01/18:14:35.815987,218
2018/04/01/18:14:35.833302,217
2018/04/01/18:14:35.858453,217
2018/04/01/18:14:35.873760,217
2018/04/01/18:14:35.897430,218
2018/04/01/18:14:35.914141,217
2018/04/01/18:14:35.937503,217
2018/04/01/18:14:35.958874,218
2018/04/01/18:14:35.984104,218
2018/04/01/18:14:36.000947,242
2018/04/01/18:14:36.026192,266
2018/04/01/18:14:36.049961,241
2018/04/01/18:14:36.068727,241
2018/04/01/18:14:36.085138,241
2018/04/01/18:14:36.108219,241
2018/04/01/18:14:36.129439,241
2018/04/01/18:14:36.147389,264
2018/04/01/18:14:36.170123,266
2018/04/01/18:14:36.199192,266
2018/04/01/18:14:36.219494,263
2018/04/01/18:14:36.239484,264
2018/04/01/18:14:36.258837,289
2018/04/01/18:14:36.276844,268
2018/04/01/18:14:36.299423,268
2018/04/01/18:14:36.325804,246
2018/04/01/18:14:36.346970,271
2018/04/01/18:14:36.370644,270
2018/04/01/18:14:36.388668,271
2018/04/01/18:14:36.412451,249
2018/04/01/18:14:36.432154,249
2018/04/01/18:14:36.450080,274
2018/04/01/18:14:36.468144,274
2018/04/01/18:14:36.495842,274
2018/04/01/18:14:36.518101,321
2018/04/01/18:14:36.537084,321
2018/04/01/18:14:36.562622,321
2018/04/01/18:14:36.582329,323
2018/04/01/18:14:36.603631,343
2018/04/01/18:14:36.618300,326
2018/04/01/18:14:36.643867,304
2018/04/01/18:14:36.666672,306
2018/04/01/18:14:36.688375,306
2018/04/01/18:14:36.708164,284
2018/04/01/18:14:36.732708,287
2018/04/01/18:14:36.751807,288
2018/04/01/18:14:36.774094,287
2018/04/01/18:14:36.789469,291
2018/04/01/18:14:36.814850,291
2018/04/01/18:14:36.834791,291
2018/04/01/18:14:36.861237,247
2018/04/01/18:14:36.886017,292
